System,State,Sentiment_1_RAW,Headline,Sentiment_1,Sentiment_2,Metadata
Aquaculture,Victoria,2,Carnegie to power moored and aquaculture vessels with wave energy,Neutral,,RenewEconomy20 Octbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Carnegie to power moored and aquaculture vessels with wave energy,Neutral,,RenewEconomy20 Octbookmark_bordersharemore_vert
Aquaculture,Western Australia,2,Carnegie to power moored and aquaculture vessels with wave energy,Neutral,,RenewEconomy20 Octbookmark_bordersharemore_vert
Aquaculture,Queensland,2,Central Qld prawn farm promises new jobs ahead of expansion,Neutral,,Courier Mail14 Novbookmark_bordersharemore_vert
Aquaculture,Victoria,2,Central Qld prawn farm promises new jobs ahead of expansion,Neutral,,Courier Mail14 Novbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Central Qld prawn farm promises new jobs ahead of expansion,Neutral,,Courier Mail14 Novbookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Central Qld prawn farm promises new jobs ahead of expansion,Neutral,,Courier Mail14 Novbookmark_bordersharemore_vert
Aquaculture,Tasmania,3,Change in salmon licencing laws could generate an additional $2 billion for Tasmania,Positive,,The Fish Sitebookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,3,Charting a Course Toward Offshore Aquaculture,Positive,,The Regulatory Review23 Septbookmark_bordersharemore_vert
Aquaculture,Western Australia,2,Cherabin commercial farming by traditional owners in WA's far north to be an Australian first,Neutral,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,South Australia,0,Children to learn in nature with SA first program,NA,,Premier of South Australia19 Julybookmark_bordersharemore_vert
Aquaculture,Queensland,0,China pulls the plug on Australia's biggest live reef fish exporter,NA,,ABC News25 Feb 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,2,Chinese Companies Are Combining Offshore Wind With Fish Farms,Neutral,,The Maritime Executive23 Decbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Claims maps reveal aquaculture expansion plan,Neutral,,The Mercury23 Augbookmark_bordersharemore_vert
Aquaculture,South Australia,2,Clean Seas set for 4000-tonne kingfish expansion,Neutral,,The Fish Site2 June 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,1,Clean Seas Spencer Gulf fish farm bid splits community and exposes tough choices facing regional cities,Negative,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,South Australia,1,Clean Seas Spencer Gulf fish farm bid splits community and exposes tough choices facing regional cities,Negative,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Victoria,1,Clean Seas Spencer Gulf fish farm bid splits community and exposes tough choices facing regional cities,Negative,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,New South Wales,1,Clean Seas Spencer Gulf fish farm bid splits community and exposes tough choices facing regional cities,Negative,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Queensland,0,Close the Loop nets Oceania Agencies,NA,,Food & Drink Business8 Decbookmark_bordersharemore_vert
Aquaculture,Queensland,3,Cobia's fine dining success to kick-start multi-million-dollar aquaculture in northern Australia,Positive,,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,Victoria,3,Cobia's fine dining success to kick-start multi-million-dollar aquaculture in northern Australia,Positive,,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,New South Wales,3,Cobia's fine dining success to kick-start multi-million-dollar aquaculture in northern Australia,Positive,,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,South Australia,3,Coffin Bay oyster growers back in business,Positive,,Premier of South Australia15 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Collaborating with Traditional Owners on future marine conservation reserves,NA,,Government of Western Australia23 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,0,"Coming up, Down Under – Fish Farmer Magazine",NA,,Fish Farmer Magazine16 Novbookmark_bordersharemore_vert
Aquaculture,South Australia,0,"Coming up, Down Under – Fish Farmer Magazine",NA,,Fish Farmer Magazine16 Novbookmark_bordersharemore_vert
Aquaculture,Victoria,0,"Coming up, Down Under – Fish Farmer Magazine",NA,,Fish Farmer Magazine16 Novbookmark_bordersharemore_vert
Aquaculture,New South Wales,0,"Coming up, Down Under – Fish Farmer Magazine",NA,,Fish Farmer Magazine16 Novbookmark_bordersharemore_vert
Aquaculture,Victoria,0,COMMENT: NSW Welfare reform – Beware the Trojan horse,NA,,Fishing World7 Septbookmark_bordersharemore_vert
Aquaculture,New South Wales,0,COMMENT: NSW Welfare reform – Beware the Trojan horse,NA,,Fishing World7 Septbookmark_bordersharemore_vert
Aquaculture,Victoria,0,Commercial fishermen no more profitable after controversial fishing reforms in NSWABC Newsbookmark_bordersharemore_vert,NA,,NACommercial fishermen no more profitable after controversial fishing reforms in NSWABC Newsbookmark_bordersharemore_vert
Aquaculture,New South Wales,0,Commercial fishermen no more profitable after controversial fishing reforms in NSWABC Newsbookmark_bordersharemore_vert,NA,,NACommercial fishermen no more profitable after controversial fishing reforms in NSWABC Newsbookmark_bordersharemore_vert
Aquaculture,Victoria,3,Community activism and seals among Tassal's challenges,Positive,,South Coast Register28 Septbookmark_bordersharemore_vert
Aquaculture,New South Wales,3,Community activism and seals among Tassal's challenges,Positive,,South Coast Register28 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,3,Companies want to grow seaweed in California to fight climate change. They're held back by environmental regulations,Positive,,San Francisco Chronicle8 days agobookmark_bordersharemore_vert
Aquaculture,Tasmania,0,Company on lookout for more workers at Parramatta Creek site,NA,,The Advocate5 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,3,Congress urged to back aquacultural expansion,Positive,,The Fish Site6 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,Contrasting fortunes for aquaculture on Canada's east and west coasts,Neutral,,The Fish Site17 June 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,3,Coral trout hatchery in Cairns brings fish bred in captivity to the menu,Positive,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Western Australia,3,Coral trout hatchery in Cairns brings fish bred in captivity to the menu,Positive,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,South Australia,0,Corporate Ladder: your weekly guide to executive appointments,NA,,InDaily7 June 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,3,Could Indonesia's fledgling eel farming sector be on the cusp of a breakthrough?,Positive,,The Fish Site2 Augbookmark_bordersharemore_vert
Aquaculture,Queensland,2,Could Queensland be “the aquaculture capital of the world”?,Neutral,,The Fish Site6 Augbookmark_bordersharemore_vert
Aquaculture,Victoria,3,Crayfish could be next boom seafood industry with breakthrough breeding technology,Positive,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,New South Wales,3,Crayfish could be next boom seafood industry with breakthrough breeding technology,Positive,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Queensland,2,Crayfish farm collapses owing $1m,Neutral,,Courier Mail9 Novbookmark_bordersharemore_vert
Aquaculture,Northern Territory,0,Crocodile jumps out of water into fishers' boat in Kakadu National Park,NA,,ABC News30 Apr 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,2,Cuttlefish battle brewing over kingfish farm plans,Neutral,,The Advertiser19 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,2,Cuttlefish battle brewing over kingfish farm plans,Neutral,,The Advertiser19 Apr 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Cuttlefish battle brewing over kingfish farm plans,Neutral,,The Advertiser19 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,2,Deakin’s $10m bid to become aquaculture leader,Neutral,,Geelong Advertiser18 Octbookmark_bordersharemore_vert
Aquaculture,South Australia,2,Deakin’s $10m bid to become aquaculture leader,Neutral,,Geelong Advertiser18 Octbookmark_bordersharemore_vert
Aquaculture,Victoria,2,Deakin’s $10m bid to become aquaculture leader,Neutral,,Geelong Advertiser18 Octbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Deakin’s $10m bid to become aquaculture leader,Neutral,,Geelong Advertiser18 Octbookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Deakin’s $10m bid to become aquaculture leader,Neutral,,Geelong Advertiser18 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,DEP finds no permit violations associated with recent 'die-off' incident at salmon farm off MDINews,NA,,CenterMaine.com WCSH-WLBZ27 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,0,Dividend growth investing special mention: Tassal (ASX:TGR)Rask Media17 Decbookmark_bordersharemore_vert,NA,,NADividend growth investing special mention: Tassal (ASX:TGR)Rask Media17 Decbookmark_bordersharemore_vert
Aquaculture,Queensland,3,Diving into sustainable aquaculture,Positive,,Farm Weekly29 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,3,Diving into sustainable aquaculture,Positive,,Farm Weekly29 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,Division of Marine Fisheries accepting applications for CARES Act II Fisheries Relief Program | NC DEQGovernor Roy Cooper13 Augbookmark_bordersharemore_vert,NA,,NADivision of Marine Fisheries accepting applications for CARES Act II Fisheries Relief Program | NC DEQGovernor Roy Cooper13 Augbookmark_bordersharemore_vert
Aquaculture,Queensland,0,Dorset to host UK's first redclaw crayfish RASThe Fish Site12 Novbookmark_bordersharemore_vert,NA,,NADorset to host UK's first redclaw crayfish RASThe Fish Site12 Novbookmark_bordersharemore_vert
Aquaculture,Tasmania,1,DPIPWE gave salmon farm giant Tassal green light to trap seals,Negative,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,DPIRD maps out its R&D in WAFarm Weekly23 Augbookmark_bordersharemore_vert,NA,,NADPIRD maps out its R&D in WAFarm Weekly23 Augbookmark_bordersharemore_vert
Aquaculture,Northern Territory,1,Ecologist rejects ‘disingenuous’ salmon claims,Negative,,The Mercury5 Septbookmark_bordersharemore_vert
Aquaculture,South Australia,0,Employment award winners are grinners,NA,,The Islander6 June 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,3,Ensuring the sustainable growth of the US offshore aquaculture sector,Positive,,The Fish Site25 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,0,Environmental concerns mount amid the rise of cotton growing in Northern Territory,NA,,ABC News6 June 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,2,Environmentalists call on treasurer to reject Brazilian meat giant’s bid for Tasmanian salmon farmer,Neutral,,The Guardian Australia19 Augbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Environmentalists call on treasurer to reject Brazilian meat giant’s bid for Tasmanian salmon farmer,Neutral,,The Guardian Australia19 Augbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,Environmentalists call on treasurer to reject Brazilian meat giant’s bid for Tasmanian salmon farmer,Neutral,,The Guardian Australia19 Augbookmark_bordersharemore_vert
Aquaculture,Victoria,0,Estuaries are warming at twice the rate of oceans and atmosphere,NA,,News - The University of Sydneybookmark_bordersharemore_vert
Aquaculture,New South Wales,0,Estuaries are warming at twice the rate of oceans and atmosphere,NA,,News - The University of Sydneybookmark_bordersharemore_vert
Aquaculture,Queensland,3,Exmoor Station prawn farm part of northern aquaculture boom,Positive,,North Queensland Registerbookmark_bordersharemore_vert
Aquaculture,Victoria,3,Exmoor Station prawn farm part of northern aquaculture boom,Positive,,North Queensland Registerbookmark_bordersharemore_vert
Aquaculture,New South Wales,3,Exmoor Station prawn farm part of northern aquaculture boom,Positive,,North Queensland Registerbookmark_bordersharemore_vert
Aquaculture,Queensland,2,Exmoor to be developed as major aquaculture operation,Neutral,,Queensland Country Lifebookmark_bordersharemore_vert
Aquaculture,Queensland,0,Extinction threat as China crisis deepens,NA,,NEWS.com.au18 Novbookmark_bordersharemore_vert
Aquaculture,South Australia,0,Extinction threat as China crisis deepens,NA,,NEWS.com.au18 Novbookmark_bordersharemore_vert
Aquaculture,Victoria,0,Extinction threat as China crisis deepens,NA,,NEWS.com.au18 Novbookmark_bordersharemore_vert
Aquaculture,New South Wales,0,Extinction threat as China crisis deepens,NA,,NEWS.com.au18 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Extinction threat as China crisis deepens,NA,,NEWS.com.au18 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,Extinction threat as China crisis deepens,NA,,NEWS.com.au18 Novbookmark_bordersharemore_vert
Aquaculture,Queensland,2,Farmed prawn production to increase in North Queensland,Neutral,,North Queensland Registerbookmark_bordersharemore_vert
Aquaculture,Northern Territory,1,Farmed salmon health claims ‘a big fat lie’ as lab tests prompt investigation call,Negative,,The Australian14 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,1,Farmed salmon health claims ‘a big fat lie’ as lab tests prompt investigation call,Negative,,The Australian14 Decbookmark_bordersharemore_vert
Aquaculture,Victoria,1,"Fears for environment after 50,000 fish escape salmon farm in Tasmania",Negative,,The Guardianbookmark_bordersharemore_vert
Aquaculture,New South Wales,1,"Fears for environment after 50,000 fish escape salmon farm in Tasmania",Negative,,The Guardianbookmark_bordersharemore_vert
Aquaculture,Queensland,2,Feds on the hook for damages over prawn disease outbreak,Neutral,,Sydney Morning Herald27 Novbookmark_bordersharemore_vert
Aquaculture,Victoria,2,Feds on the hook for damages over prawn disease outbreak,Neutral,,Sydney Morning Herald27 Novbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Feds on the hook for damages over prawn disease outbreak,Neutral,,Sydney Morning Herald27 Novbookmark_bordersharemore_vert
Aquaculture,Queensland,0,Festive catch of the day as seafood retailer named #eatqld Champion,NA,,Media Statementsbookmark_bordersharemore_vert
Aquaculture,Queensland,0,Fill n' Chill with plenty of Queensland Seafood this Christmas,NA,,Media Statements5 Decbookmark_bordersharemore_vert
Aquaculture,Victoria,0,Fill n' Chill with plenty of Queensland Seafood this Christmas,NA,,Media Statements5 Decbookmark_bordersharemore_vert
Aquaculture,New South Wales,0,Fill n' Chill with plenty of Queensland Seafood this Christmas,NA,,Media Statements5 Decbookmark_bordersharemore_vert
Aquaculture,South Australia,2,First algae aquaculture lease granted off the Yorke Peninsula,Neutral,,Premier of South Australia19 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,1,Fish exclusion screens to stop millions of fish each year being pumped out of the Macquarie River,Negative,,ABC News8 Decbookmark_bordersharemore_vert
Aquaculture,New South Wales,1,Fish exclusion screens to stop millions of fish each year being pumped out of the Macquarie River,Negative,,ABC News8 Decbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Fish farm expansion earmarked for Circular Head region in Tasmania's north west,Neutral,,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,Fish farmers grapple with sustainability challenge,Neutral,,Financial Times1 Novbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Fish farming inquiry kicks off,Neutral,,The Mercurybookmark_bordersharemore_vert
Aquaculture,Queensland,2,"Fish farming solution is in the cloud - UQ News - The University of Queensland, Australia",Neutral,,UQ Newsbookmark_bordersharemore_vert
Aquaculture,Victoria,3,Fish farming takes off in Murrumbidgee as restaurants get a taste for Murray cod,Positive,,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,New South Wales,3,Fish farming takes off in Murrumbidgee as restaurants get a taste for Murray cod,Positive,,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,Tasmania,0,Fish poo project going swimmingly on this Tasmanian farm as soil reaps benefits,NA,,ABC News25 Novbookmark_bordersharemore_vert
Aquaculture,Queensland,0,Fish poo project going swimmingly on this Tasmanian farm as soil reaps benefits,NA,,ABC News25 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Fish poo project going swimmingly on this Tasmanian farm as soil reaps benefits,NA,,ABC News25 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,"Fisheries and Aquaculture Legislation - Fisheries, Forestry and Agriculture",NA,,Government of Newfoundland and Labradorbookmark_bordersharemore_vert
Aquaculture,Victoria,0,Fisheries expert developed taste for fine viniculture,NA,,Sydney Morning Herald22 Mar 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,0,Fisheries expert developed taste for fine viniculture,NA,,Sydney Morning Herald22 Mar 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,0,Fishers all at sea over Lincoln desal plant plan,NA,,The Advertiser8 Augbookmark_bordersharemore_vert
Aquaculture,South Australia,0,Fishers left reeling over contentious desal plant site,NA,,The Advertiser18 Octbookmark_bordersharemore_vert
Aquaculture,Victoria,0,Fishers left reeling over contentious desal plant site,NA,,The Advertiser18 Octbookmark_bordersharemore_vert
Aquaculture,New South Wales,0,Fishers left reeling over contentious desal plant site,NA,,The Advertiser18 Octbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,"Fishing changes needed with low stocks of dhufish, pink snapper report finds",NA,,ABC News18 Novbookmark_bordersharemore_vert
Aquaculture,Victoria,0,"Fishing deemed 'COVID- friendly' amid lockdowns, industry welcomes huge take-up in the sport",NA,,ABC News24 Septbookmark_bordersharemore_vert
Aquaculture,New South Wales,0,"Fishing deemed 'COVID- friendly' amid lockdowns, industry welcomes huge take-up in the sport",NA,,ABC News24 Septbookmark_bordersharemore_vert
Aquaculture,South Australia,0,Fishmeal Market Forecast to 2028 - COVID-19 Impact and Global Analysis By Source and Application,NA,,Yahoo Finance3 days agobookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Five face charges for alleged stealing of $4 m worth of salmon at Sydney processing plant,NA,,ABC News18 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Food guide connecting Great Southern businesses and consumers,NA,,Media Statements28 May 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,2,Food workers' jobs to go as South Australian plant fails to find new work,Neutral,,ABC News7 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,2,"Forrest, Flanagan Back Land-Based Aquaculture",Neutral,,Tasmanian Times28 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,"Forrest, Flanagan Back Land-Based Aquaculture",Neutral,,Tasmanian Times28 Octbookmark_bordersharemore_vert
Aquaculture,Victoria,0,FRDC: How Australian consumers support sustainable seafood,NA,,FOOD Magazine - Australia10 Mar 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,0,FRDC: How Australian consumers support sustainable seafood,NA,,FOOD Magazine - Australia10 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,3,Fresh North Queensland prawns on table,Positive,,North Queensland Registerbookmark_bordersharemore_vert
Aquaculture,Tasmania,0,Fur seals ‘subjected to horrible practices’The Mercury19 June 2021bookmark_bordersharemore_vert,NA,,NAFur seals ‘subjected to horrible practices’The Mercury19 June 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,3,GALLERY | New prawn farm already looking to future,Positive,,Newsportbookmark_bordersharemore_vert
Aquaculture,Victoria,2,Geraldton fish nursery to be built by WA Government after it rejects two private proposals,Neutral,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Geraldton fish nursery to be built by WA Government after it rejects two private proposals,Neutral,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Western Australia,2,Geraldton fish nursery to be built by WA Government after it rejects two private proposals,Neutral,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,South Australia,2,Get a glimpse of South Australia's aquaculture industry,Neutral,,The Fish Site22 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,"Ghana updating its laws, adding patrol boats to fight IUU fishing",NA,,SeafoodSource22 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,0,"Giant salmon ships bound for Tasmania, as local sailors told to 'be on the look out'ABC Newsbookmark_bordersharemore_vert",NA,,"NAGiant salmon ships bound for Tasmania, as local sailors told to 'be on the look out'ABC Newsbookmark_bordersharemore_vert"
Aquaculture,South Australia,2,"Global Aquaculture Insurance Market Outlook 2021 Analysis by Leading Keyplayers | AXA,PICC,QBE,JLT – Industrial ITIndustrial IT4 days agobookmark_bordersharemore_vert",Neutral,,"NAGlobal Aquaculture Insurance Market Outlook 2021 Analysis by Leading Keyplayers | AXA,PICC,QBE,JLT – Industrial ITIndustrial IT4 days agobookmark_bordersharemore_vert"
Aquaculture,South Australia,2,Global Aquaculture Market to Reach $232.4 Billion by 2026,Neutral,,PRNewswire27 May 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,2,Global Aquaculture Market to Reach $245.2 Billion by 2027,Neutral,,GlobeNewswire12 Julybookmark_bordersharemore_vert
Aquaculture,South Australia,0,Global Sea Bass Market Opportunity Analysis and Industry Forecast 2021-2030: Rising Demand for Organic Seafood Boosting Market Proliferation - Research,NA,,AndMarkets.comYahoo Finance27 Octbookmark_bordersharemore_vert
Aquaculture,South Australia,0,Global Sea Bass Market Report 2021: Sustainable Sea Bass,NA,,GlobeNewswire29 Octbookmark_bordersharemore_vert
Aquaculture,South Australia,0,Global Sea Bass Market to Garner $7.9 billion by 2030: Allied Market Research,NA,,GlobeNewswire28 Julybookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,"Global seafood supply could shrink if we don’t act now, study says. Here’s why",NA,,Miami Herald14 Decbookmark_bordersharemore_vert
Aquaculture,Tasmania,0,Go,NA,,FundMe launched for family run over at camping groundThe Mercury10 days agobookmark_bordersharemore_vert
Aquaculture,Queensland,3,"Golden harvest as value of farms, crops rise",Positive,,The Australian3 days agobookmark_bordersharemore_vert
Aquaculture,Victoria,0,"Golden harvest as value of farms, crops rise",NA,,The Australian3 days agobookmark_bordersharemore_vert
Aquaculture,New South Wales,0,"Golden harvest as value of farms, crops rise",NA,,The Australian3 days agobookmark_bordersharemore_vert
Aquaculture,Northern Territory,0,"Golden harvest as value of farms, crops rise",NA,,The Australian3 days agobookmark_bordersharemore_vert
Aquaculture,Western Australia,0,"Golden harvest as value of farms, crops rise",NA,,The Australian3 days agobookmark_bordersharemore_vert
Aquaculture,Victoria,2,Goulburn's Marianvale Blue Murray Cod farm destocks due to downturn,Neutral,,Goulburn Postbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Goulburn's Marianvale Blue Murray Cod farm destocks due to downturn,Neutral,,Goulburn Postbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,gov.ie - Aquaculture & Foreshore Management,NA,,Gov.iebookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Government approves NT prawn aquaculture facility,Neutral,,FOOD Magazine - Australiabookmark_bordersharemore_vert
Aquaculture,Victoria,0,"Government grants to support Australian ingenuity and create jobs | Ministers for the Department of Industry, Science, Energy and Resources",NA,,"Minister for Industry, Science25 Augbookmark_bordersharemore_vert"
Aquaculture,New South Wales,0,"Government grants to support Australian ingenuity and create jobs | Ministers for the Department of Industry, Science, Energy and Resources",NA,,"Minister for Industry, Science25 Augbookmark_bordersharemore_vert"
Aquaculture,Western Australia,0,"Government grants to support Australian ingenuity and create jobs | Ministers for the Department of Industry, Science, Energy and Resources",NA,,"Minister for Industry, Science25 Augbookmark_bordersharemore_vert"
Aquaculture,Australian Capital Territory,0,Governor Lamont Signs Legislation Supporting Continued Growth of Connecticut's Shellfish Industry,NA,,CT.gov23 Julybookmark_bordersharemore_vert
Aquaculture,South Australia,2,Greece is the word when it comes to aquaculture,Neutral,,SeaWestNews10 Augbookmark_bordersharemore_vert
Aquaculture,Tasmania,1,Greens label decision by incomplete fish farm panel in Tasmania an 'outrage'ABC Newsbookmark_bordersharemore_vert,Negative,,NAGreens label decision by incomplete fish farm panel in Tasmania an 'outrage'ABC Newsbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,Griggs lands aqua reform gig,NA,,The Fish Site6 Augbookmark_bordersharemore_vert
Aquaculture,Northern Territory,0,Groote Eylandt mapping study off NT coast finds diversity similar to Great Barrier Reef,NA,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,South Australia,0,Hagen Stehr: SA’s big fish on the secrets of his success,NA,,The Advertiserbookmark_bordersharemore_vert
Aquaculture,Western Australia,3,Hatch hires shellfish expert to support Irish aquaculture,Positive,,The Fish Site19 May 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,0,Here's four major northern ag developments that have gained momentum recently,NA,,Beef Central23 Septbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Here's four major northern ag developments that have gained momentum recently,NA,,Beef Central23 Septbookmark_bordersharemore_vert
Aquaculture,South Australia,2,Hiramasa Kingfish: SA's aquaculture monarch,Neutral,,The Adelaide Reviewbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Hobart Town Hall Meeting on Salmon Farming,Neutral,,Tasmanian Times14 Novbookmark_bordersharemore_vert
Aquaculture,Queensland,2,Hong Kong investor buys axed Qld government fish breeding project and picks up the profits,Neutral,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,"How FG spent about N56.9bn on women, youths in 2021 fiscal year",NA,,NIGERIAN TRIBUNE19 hours agobookmark_bordersharemore_vert
Aquaculture,Western Australia,0,How much do marine heatwaves cost? The economic losses amount to billions and billions of dollars,NA,,The Conversation AU26 Octbookmark_bordersharemore_vert
Aquaculture,Tasmania,1,How salmon farming pushed Macquarie Harbour to the limit,Negative,,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,Tasmania,1,How Tasmania's salmon farms are being cleaned up by author Richard Flanagan,Negative,,Sydney Morning Herald26 Julybookmark_bordersharemore_vert
Aquaculture,Victoria,1,How Tasmania's salmon farms are being cleaned up by author Richard Flanagan,Negative,,Sydney Morning Herald26 Julybookmark_bordersharemore_vert
Aquaculture,New South Wales,1,How Tasmania's salmon farms are being cleaned up by author Richard Flanagan,Negative,,Sydney Morning Herald26 Julybookmark_bordersharemore_vert
Aquaculture,South Australia,3,How to start fish farming in just 10 easy steps,Positive,,Food For Mzansi8 June 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,0,Huge boost for flathead stocks in NSW South Coast fishing havens!,NA,,Fishing World18 Mar 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,0,Huge boost for flathead stocks in NSW South Coast fishing havens!,NA,,Fishing World18 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,2,Huon Aquaculture and NSW DPI transfer yellowtail kingfish into sea pens off Port Stephens,Neutral,,Port Stephens Examinerbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Huon Aquaculture and NSW DPI transfer yellowtail kingfish into sea pens off Port Stephens,Neutral,,Port Stephens Examinerbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Huon Aquaculture bosses expect investments will pay off,Neutral,,Tasmania Examiner28 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,1,"Huon Aquaculture confirms 120,000 salmon escaped in May storms, amid calls for more industry 'transparency'ABC Newsbookmark_bordersharemore_vert",Negative,,"NAHuon Aquaculture confirms 120,000 salmon escaped in May storms, amid calls for more industry 'transparency'ABC Newsbookmark_bordersharemore_vert"
Aquaculture,Tasmania,1,Huon Aquaculture defends itself from #Fresh,Negative,,ApproachToSalmon campaignSeafoodSourcebookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Huon Aquaculture opens Perth processing facility as first step west for Tasmanian seafood giant,Neutral,,ABC News23 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,2,Huon Aquaculture opens Perth processing facility as first step west for Tasmanian seafood giant,Neutral,,ABC News23 Jan 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,2,Huon Aquaculture opens Perth processing facility as first step west for Tasmanian seafood giant,Neutral,,ABC News23 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,2,Huon Aquaculture opens Perth processing facility as first step west for Tasmanian seafood giant,Neutral,,ABC News23 Jan 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Huon Aquaculture opens Perth processing facility as first step west for Tasmanian seafood giant,Neutral,,ABC News23 Jan 2021bookmark_bordersharemore_vert
